coverage_id,policy_period_id,coverage_code,coverage_name,limit_amount,deductible_amount,coverage_start_date,coverage_end_date,coverage_status
1169,1169,CVG1169,Natural Disaster,4513207.66,102003.18,2022-09-27,2023-09-27,ACTIVE
1170,1170,CVG1170,Business Interruption,7746188.1,243900.72,2022-09-28,2023-09-28,EXPIRED
1171,1171,CVG1171,Comprehensive,5054611.24,103738.48,2022-09-29,2023-09-29,CANCELLED
1172,1172,CVG1172,Collision,343170.26,3330.37,2022-09-30,2023-09-30,SUSPENDED
1173,1173,CVG1173,Third Party Liability,4218156.74,203643.13,2022-10-01,2023-10-01,ACTIVE
1174,1174,CVG1174,Fire,1249086.45,59119.8,2022-10-02,2023-10-02,EXPIRED
1175,1175,CVG1175,Flood,1502584.25,28601.79,2022-10-03,2023-10-03,CANCELLED
1176,1176,CVG1176,Theft,4607793.09,65933.05,2022-10-04,2023-10-04,SUSPENDED
1177,1177,CVG1177,Personal Accident,4880967.39,128990.86,2022-10-05,2023-10-05,ACTIVE
1178,1178,CVG1178,Glass Protection,4437842.79,161334.88,2022-10-06,2023-10-06,EXPIRED
1179,1179,CVG1179,Natural Disaster,3257203.79,60296.98,2022-10-07,2023-10-07,CANCELLED
1180,1180,CVG1180,Business Interruption,8120840.78,82660.71,2022-10-08,2023-10-08,SUSPENDED
1181,1181,CVG1181,Comprehensive,8506882.08,290583.58,2022-10-09,2023-10-09,ACTIVE
1182,1182,CVG1182,Collision,6803679.4,84337.96,2022-10-10,2023-10-10,EXPIRED
1183,1183,CVG1183,Third Party Liability,9840614.66,157214.47,2022-10-11,2023-10-11,CANCELLED
1184,1184,CVG1184,Fire,1827087.0,22301.62,2022-10-12,2023-10-12,SUSPENDED
1185,1185,CVG1185,Flood,5642504.63,271578.36,2022-10-13,2023-10-13,ACTIVE
1186,1186,CVG1186,Theft,2395369.92,55637.58,2022-10-14,2023-10-14,EXPIRED
1187,1187,CVG1187,Personal Accident,1926072.57,65142.76,2022-10-15,2023-10-15,CANCELLED
1188,1188,CVG1188,Glass Protection,4378131.08,27642.0,2022-10-16,2023-10-16,SUSPENDED
1189,1189,CVG1189,Natural Disaster,6179658.68,85771.19,2022-10-17,2023-10-17,ACTIVE
1190,1190,CVG1190,Business Interruption,5962811.27,134149.0,2022-10-18,2023-10-18,EXPIRED
1191,1191,CVG1191,Comprehensive,7076882.6,100918.48,2022-10-19,2023-10-19,CANCELLED
1192,1192,CVG1192,Collision,7548022.4,312434.09,2022-10-20,2023-10-20,SUSPENDED
1193,1193,CVG1193,Third Party Liability,719381.14,6890.84,2022-10-21,2023-10-21,ACTIVE
1194,1194,CVG1194,Fire,8732595.37,117131.98,2022-10-22,2023-10-22,EXPIRED
1195,1195,CVG1195,Flood,3327250.62,85143.57,2022-10-23,2023-10-23,CANCELLED
1196,1196,CVG1196,Theft,2697298.61,118191.97,2022-10-24,2023-10-24,SUSPENDED
1197,1197,CVG1197,Personal Accident,5324378.69,179750.42,2022-10-25,2023-10-25,ACTIVE
1198,1198,CVG1198,Glass Protection,6010011.21,195378.73,2022-10-26,2023-10-26,EXPIRED
1199,1199,CVG1199,Natural Disaster,5911346.67,122108.37,2022-10-27,2023-10-27,CANCELLED
1200,1200,CVG1200,Business Interruption,8470626.25,277678.31,2022-10-28,2023-10-28,SUSPENDED
1201,1201,CVG1201,Comprehensive,8156008.72,299892.17,2022-10-29,2023-10-29,ACTIVE
1202,1202,CVG1202,Collision,3044703.86,99415.07,2022-10-30,2023-10-30,EXPIRED
1203,1203,CVG1203,Third Party Liability,939044.49,10355.45,2022-10-31,2023-10-31,CANCELLED
1204,1204,CVG1204,Fire,1266830.36,23743.06,2022-11-01,2023-11-01,SUSPENDED
1205,1205,CVG1205,Flood,1912140.73,69228.38,2022-11-02,2023-11-02,ACTIVE
1206,1206,CVG1206,Theft,5157166.21,122847.62,2022-11-03,2023-11-03,EXPIRED
1207,1207,CVG1207,Personal Accident,1464886.26,32618.55,2022-11-04,2023-11-04,CANCELLED
1208,1208,CVG1208,Glass Protection,1938961.62,65144.41,2022-11-05,2023-11-05,SUSPENDED
1209,1209,CVG1209,Natural Disaster,6964985.97,237065.17,2022-11-06,2023-11-06,ACTIVE
1210,1210,CVG1210,Business Interruption,9999005.57,299680.85,2022-11-07,2023-11-07,EXPIRED
1211,1211,CVG1211,Comprehensive,4947456.06,55972.27,2022-11-08,2023-11-08,CANCELLED
1212,1212,CVG1212,Collision,3214342.15,81306.93,2022-11-09,2023-11-09,SUSPENDED
1213,1213,CVG1213,Third Party Liability,630751.5,13344.66,2022-11-10,2023-11-10,ACTIVE
1214,1214,CVG1214,Fire,194876.05,2171.71,2022-11-11,2023-11-11,EXPIRED
1215,1215,CVG1215,Flood,8170637.81,395232.62,2022-11-12,2023-11-12,CANCELLED
1216,1216,CVG1216,Theft,5103836.4,139200.21,2022-11-13,2023-11-13,SUSPENDED
1217,1217,CVG1217,Personal Accident,6878497.04,163043.56,2022-11-14,2023-11-14,ACTIVE
1218,1218,CVG1218,Glass Protection,8414928.84,227131.37,2022-11-15,2023-11-15,EXPIRED
1219,1219,CVG1219,Natural Disaster,918439.2,5867.66,2022-11-16,2023-11-16,CANCELLED
1220,1220,CVG1220,Business Interruption,7634460.52,138520.0,2022-11-17,2023-11-17,SUSPENDED
1221,1221,CVG1221,Comprehensive,2821043.89,82353.01,2022-11-18,2023-11-18,ACTIVE
1222,1222,CVG1222,Collision,1765268.88,45154.63,2022-11-19,2023-11-19,EXPIRED
1223,1223,CVG1223,Third Party Liability,7450930.69,294061.26,2022-11-20,2023-11-20,CANCELLED
1224,1224,CVG1224,Fire,5542289.23,55946.61,2022-11-21,2023-11-21,SUSPENDED
1225,1225,CVG1225,Flood,1230645.85,49078.26,2022-11-22,2023-11-22,ACTIVE
1226,1226,CVG1226,Theft,8250499.8,177458.18,2022-11-23,2023-11-23,EXPIRED
1227,1227,CVG1227,Personal Accident,8243848.19,56655.63,2022-11-24,2023-11-24,CANCELLED
1228,1228,CVG1228,Glass Protection,7217904.39,213548.18,2022-11-25,2023-11-25,SUSPENDED
1229,1229,CVG1229,Natural Disaster,9898779.71,95114.8,2022-11-26,2023-11-26,ACTIVE
1230,1230,CVG1230,Business Interruption,8317700.09,322814.49,2022-11-27,2023-11-27,EXPIRED
1231,1231,CVG1231,Comprehensive,3047318.46,152271.67,2022-11-28,2023-11-28,CANCELLED
1232,1232,CVG1232,Collision,4552350.19,94169.75,2022-11-29,2023-11-29,SUSPENDED
1233,1233,CVG1233,Third Party Liability,8185612.99,202660.6,2022-11-30,2023-11-30,ACTIVE
1234,1234,CVG1234,Fire,9940181.07,396647.26,2022-12-01,2023-12-01,EXPIRED
1235,1235,CVG1235,Flood,2445765.95,101454.34,2022-12-02,2023-12-02,CANCELLED
1236,1236,CVG1236,Theft,5920446.58,123017.34,2022-12-03,2023-12-03,SUSPENDED
1237,1237,CVG1237,Personal Accident,7136464.2,238890.84,2022-12-04,2023-12-04,ACTIVE
1238,1238,CVG1238,Glass Protection,1743218.02,19638.35,2022-12-05,2023-12-05,EXPIRED
1239,1239,CVG1239,Natural Disaster,2145534.6,30707.8,2022-12-06,2023-12-06,CANCELLED
1240,1240,CVG1240,Business Interruption,687642.55,14293.82,2022-12-07,2023-12-07,SUSPENDED
1241,1241,CVG1241,Comprehensive,2882741.69,84304.58,2022-12-08,2023-12-08,ACTIVE
1242,1242,CVG1242,Collision,3304170.8,121204.98,2022-12-09,2023-12-09,EXPIRED
1243,1243,CVG1243,Third Party Liability,2964399.11,50485.02,2022-12-10,2023-12-10,CANCELLED
1244,1244,CVG1244,Fire,8594366.76,424105.99,2022-12-11,2023-12-11,SUSPENDED
1245,1245,CVG1245,Flood,6825063.23,63371.62,2022-12-12,2023-12-12,ACTIVE
1246,1246,CVG1246,Theft,9631442.75,388687.44,2022-12-13,2023-12-13,EXPIRED
1247,1247,CVG1247,Personal Accident,9195810.25,456681.23,2022-12-14,2023-12-14,CANCELLED
1248,1248,CVG1248,Glass Protection,8683771.15,93002.91,2022-12-15,2023-12-15,SUSPENDED
1249,1249,CVG1249,Natural Disaster,8674180.07,140829.44,2022-12-16,2023-12-16,ACTIVE
1250,1250,CVG1250,Business Interruption,7142809.0,302009.97,2022-12-17,2023-12-17,EXPIRED
1251,1251,CVG1251,Comprehensive,7638588.52,270639.43,2022-12-18,2023-12-18,CANCELLED
1252,1252,CVG1252,Collision,4945641.39,153236.49,2022-12-19,2023-12-19,SUSPENDED
1253,1253,CVG1253,Third Party Liability,2760299.81,65253.84,2022-12-20,2023-12-20,ACTIVE
1254,1254,CVG1254,Fire,4574718.05,153313.67,2022-12-21,2023-12-21,EXPIRED
1255,1255,CVG1255,Flood,8813238.3,80987.18,2022-12-22,2023-12-22,CANCELLED
1256,1256,CVG1256,Theft,5204573.37,91184.94,2022-12-23,2023-12-23,SUSPENDED
1257,1257,CVG1257,Personal Accident,9369727.53,202462.97,2022-12-24,2023-12-24,ACTIVE
1258,1258,CVG1258,Glass Protection,9507515.38,187564.43,2022-12-25,2023-12-25,EXPIRED
1259,1259,CVG1259,Natural Disaster,124483.54,4958.94,2022-12-26,2023-12-26,CANCELLED
1260,1260,CVG1260,Business Interruption,7353967.86,278656.09,2022-12-27,2023-12-27,SUSPENDED
1261,1261,CVG1261,Comprehensive,4638647.64,161826.05,2022-12-28,2023-12-28,ACTIVE
1262,1262,CVG1262,Collision,3646405.02,28623.85,2022-12-29,2023-12-29,EXPIRED
1263,1263,CVG1263,Third Party Liability,5390802.2,79796.53,2022-12-30,2023-12-30,CANCELLED
1264,1264,CVG1264,Fire,4353466.7,63270.31,2022-12-31,2023-12-31,SUSPENDED
1265,1265,CVG1265,Flood,2758514.7,116617.49,2023-01-01,2024-01-01,ACTIVE
1266,1266,CVG1266,Theft,3443776.04,106781.21,2023-01-02,2024-01-02,EXPIRED
1267,1267,CVG1267,Personal Accident,5704806.9,153118.19,2023-01-03,2024-01-03,CANCELLED
1268,1268,CVG1268,Glass Protection,3503022.24,125109.87,2023-01-04,2024-01-04,SUSPENDED
1269,1269,CVG1269,Natural Disaster,579251.69,5491.81,2023-01-05,2024-01-05,ACTIVE
1270,1270,CVG1270,Business Interruption,7860508.64,201867.13,2023-01-06,2024-01-06,EXPIRED
1271,1271,CVG1271,Comprehensive,1329948.07,57978.18,2023-01-07,2024-01-07,CANCELLED
1272,1272,CVG1272,Collision,4468730.89,22479.58,2023-01-08,2024-01-08,SUSPENDED
1273,1273,CVG1273,Third Party Liability,9584514.52,135183.05,2023-01-09,2024-01-09,ACTIVE
1274,1274,CVG1274,Fire,6917059.63,75645.58,2023-01-10,2024-01-10,EXPIRED
1275,1275,CVG1275,Flood,6534972.27,79425.96,2023-01-11,2024-01-11,CANCELLED
1276,1276,CVG1276,Theft,9333983.07,161766.1,2023-01-12,2024-01-12,SUSPENDED
1277,1277,CVG1277,Personal Accident,6580420.85,107047.11,2023-01-13,2024-01-13,ACTIVE
1278,1278,CVG1278,Glass Protection,3781253.3,172693.67,2023-01-14,2024-01-14,EXPIRED
1279,1279,CVG1279,Natural Disaster,1738698.28,39703.82,2023-01-15,2024-01-15,CANCELLED
1280,1280,CVG1280,Business Interruption,3124541.52,113967.22,2023-01-16,2024-01-16,SUSPENDED
1281,1281,CVG1281,Comprehensive,2418024.03,83414.18,2023-01-17,2024-01-17,ACTIVE
1282,1282,CVG1282,Collision,7066610.59,35678.49,2023-01-18,2024-01-18,EXPIRED
1283,1283,CVG1283,Third Party Liability,4820386.41,52886.82,2023-01-19,2024-01-19,CANCELLED
1284,1284,CVG1284,Fire,2339289.53,83276.89,2023-01-20,2024-01-20,SUSPENDED
1285,1285,CVG1285,Flood,191940.78,6967.81,2023-01-21,2024-01-21,ACTIVE
1286,1286,CVG1286,Theft,8189379.37,405103.79,2023-01-22,2024-01-22,EXPIRED
1287,1287,CVG1287,Personal Accident,4280907.94,46866.87,2023-01-23,2024-01-23,CANCELLED
1288,1288,CVG1288,Glass Protection,801200.22,17817.21,2023-01-24,2024-01-24,SUSPENDED
1289,1289,CVG1289,Natural Disaster,7334557.48,70479.4,2023-01-25,2024-01-25,ACTIVE
1290,1290,CVG1290,Business Interruption,3202179.63,142959.72,2023-01-26,2024-01-26,EXPIRED
1291,1291,CVG1291,Comprehensive,1457580.02,58020.02,2023-01-27,2024-01-27,CANCELLED
1292,1292,CVG1292,Collision,7556262.23,83055.26,2023-01-28,2024-01-28,SUSPENDED
1293,1293,CVG1293,Third Party Liability,9930107.54,113485.12,2023-01-29,2024-01-29,ACTIVE
1294,1294,CVG1294,Fire,5352031.94,28801.23,2023-01-30,2024-01-30,EXPIRED
1295,1295,CVG1295,Flood,6535200.11,162102.2,2023-01-31,2024-01-31,CANCELLED
1296,1296,CVG1296,Theft,7252077.06,241230.2,2023-02-01,2024-02-01,SUSPENDED
1297,1297,CVG1297,Personal Accident,1598603.9,37610.27,2023-02-02,2024-02-02,ACTIVE
1298,1298,CVG1298,Glass Protection,6897005.08,301387.49,2023-02-03,2024-02-03,EXPIRED
1299,1299,CVG1299,Natural Disaster,958211.53,9123.06,2023-02-04,2024-02-04,CANCELLED
1300,1300,CVG1300,Business Interruption,7549211.9,238032.89,2023-02-05,2024-02-05,SUSPENDED
1301,1301,CVG1301,Comprehensive,3901915.9,188642.78,2023-02-06,2024-02-06,ACTIVE
1302,1302,CVG1302,Collision,3213586.32,36288.97,2023-02-07,2024-02-07,EXPIRED
1303,1303,CVG1303,Third Party Liability,2841979.8,24984.39,2023-02-08,2024-02-08,CANCELLED
1304,1304,CVG1304,Fire,5578626.65,178518.03,2023-02-09,2024-02-09,SUSPENDED
1305,1305,CVG1305,Flood,6115171.68,244934.85,2023-02-10,2024-02-10,ACTIVE
1306,1306,CVG1306,Theft,6935713.14,299311.7,2023-02-11,2024-02-11,EXPIRED
1307,1307,CVG1307,Personal Accident,6618213.16,122928.15,2023-02-12,2024-02-12,CANCELLED
1308,1308,CVG1308,Glass Protection,5225716.37,145946.5,2023-02-13,2024-02-13,SUSPENDED
1309,1309,CVG1309,Natural Disaster,7503652.05,137312.27,2023-02-14,2024-02-14,ACTIVE
1310,1310,CVG1310,Business Interruption,640234.4,29070.52,2023-02-15,2024-02-15,EXPIRED
1311,1311,CVG1311,Comprehensive,9551247.96,260462.03,2023-02-16,2024-02-16,CANCELLED
1312,1312,CVG1312,Collision,1216162.26,33421.62,2023-02-17,2024-02-17,SUSPENDED
1313,1313,CVG1313,Third Party Liability,5979904.7,172059.16,2023-02-18,2024-02-18,ACTIVE
1314,1314,CVG1314,Fire,9779199.78,483187.46,2023-02-19,2024-02-19,EXPIRED
1315,1315,CVG1315,Flood,9345851.58,102236.42,2023-02-20,2024-02-20,CANCELLED
1316,1316,CVG1316,Theft,8622058.64,263637.7,2023-02-21,2024-02-21,SUSPENDED
1317,1317,CVG1317,Personal Accident,3717583.38,132838.15,2023-02-22,2024-02-22,ACTIVE
1318,1318,CVG1318,Glass Protection,7650986.79,366867.76,2023-02-23,2024-02-23,EXPIRED
1319,1319,CVG1319,Natural Disaster,7726633.79,44436.05,2023-02-24,2024-02-24,CANCELLED
1320,1320,CVG1320,Business Interruption,768572.44,12910.74,2023-02-25,2024-02-25,SUSPENDED
1321,1321,CVG1321,Comprehensive,494285.93,3816.43,2023-02-26,2024-02-26,ACTIVE
1322,1322,CVG1322,Collision,7913970.99,219988.43,2023-02-27,2024-02-27,EXPIRED
1323,1323,CVG1323,Third Party Liability,6322849.89,174176.83,2023-02-28,2024-02-28,CANCELLED
1324,1324,CVG1324,Fire,4212776.74,154109.6,2023-03-01,2024-02-29,SUSPENDED
1325,1325,CVG1325,Flood,916035.34,26698.23,2023-03-02,2024-03-01,ACTIVE
1326,1326,CVG1326,Theft,6198865.85,108393.67,2023-03-03,2024-03-02,EXPIRED
1327,1327,CVG1327,Personal Accident,3168078.17,88733.79,2023-03-04,2024-03-03,CANCELLED
1328,1328,CVG1328,Glass Protection,2111655.19,87343.77,2023-03-05,2024-03-04,SUSPENDED
1329,1329,CVG1329,Natural Disaster,5410262.71,122179.52,2023-03-06,2024-03-05,ACTIVE
1330,1330,CVG1330,Business Interruption,6379513.05,271471.83,2023-03-07,2024-03-06,EXPIRED
1331,1331,CVG1331,Comprehensive,6842451.28,54569.77,2023-03-08,2024-03-07,CANCELLED
1332,1332,CVG1332,Collision,7016891.23,265576.19,2023-03-09,2024-03-08,SUSPENDED
1333,1333,CVG1333,Third Party Liability,8480034.34,64497.17,2023-03-10,2024-03-09,ACTIVE
1334,1334,CVG1334,Fire,953506.7,23410.27,2023-03-11,2024-03-10,EXPIRED
1335,1335,CVG1335,Flood,4588381.24,148651.89,2023-03-12,2024-03-11,CANCELLED
1336,1336,CVG1336,Theft,3161971.63,121344.48,2023-03-13,2024-03-12,SUSPENDED
1337,1337,CVG1337,Personal Accident,7432515.98,77111.87,2023-03-14,2024-03-13,ACTIVE
1338,1338,CVG1338,Glass Protection,7108216.01,259929.56,2023-03-15,2024-03-14,EXPIRED
1339,1339,CVG1339,Natural Disaster,1721943.05,82456.5,2023-03-16,2024-03-15,CANCELLED
1340,1340,CVG1340,Business Interruption,5277753.09,212347.33,2023-03-17,2024-03-16,SUSPENDED
1341,1341,CVG1341,Comprehensive,7235578.63,90541.2,2023-03-18,2024-03-17,ACTIVE
1342,1342,CVG1342,Collision,1356613.01,54468.8,2023-03-19,2024-03-18,EXPIRED
1343,1343,CVG1343,Third Party Liability,2760768.42,123927.21,2023-03-20,2024-03-19,CANCELLED
1344,1344,CVG1344,Fire,7737159.88,48906.83,2023-03-21,2024-03-20,SUSPENDED
1345,1345,CVG1345,Flood,8090367.68,139470.87,2023-03-22,2024-03-21,ACTIVE
1346,1346,CVG1346,Theft,732332.69,27136.26,2023-03-23,2024-03-22,EXPIRED
1347,1347,CVG1347,Personal Accident,5808851.58,49190.23,2023-03-24,2024-03-23,CANCELLED
1348,1348,CVG1348,Glass Protection,4606458.0,97682.59,2023-03-25,2024-03-24,SUSPENDED
1349,1349,CVG1349,Natural Disaster,5046139.06,153957.08,2023-03-26,2024-03-25,ACTIVE
1350,1350,CVG1350,Business Interruption,3740109.0,61637.83,2023-03-27,2024-03-26,EXPIRED
1351,1351,CVG1351,Comprehensive,1118758.66,34486.91,2023-03-28,2024-03-27,CANCELLED
1352,1352,CVG1352,Collision,7255505.9,110851.06,2023-03-29,2024-03-28,SUSPENDED
1353,1353,CVG1353,Third Party Liability,5137366.36,35867.58,2023-03-30,2024-03-29,ACTIVE
1354,1354,CVG1354,Fire,8642992.1,138329.49,2023-03-31,2024-03-30,EXPIRED
1355,1355,CVG1355,Flood,4770469.44,106066.98,2023-04-01,2024-03-31,CANCELLED
1356,1356,CVG1356,Theft,1585838.22,74379.31,2023-04-02,2024-04-01,SUSPENDED
1357,1357,CVG1357,Personal Accident,8589103.46,256633.1,2023-04-03,2024-04-02,ACTIVE
1358,1358,CVG1358,Glass Protection,9148081.93,350645.64,2023-04-04,2024-04-03,EXPIRED
1359,1359,CVG1359,Natural Disaster,4251756.11,82828.85,2023-04-05,2024-04-04,CANCELLED
1360,1360,CVG1360,Business Interruption,4220940.33,157917.86,2023-04-06,2024-04-05,SUSPENDED
1361,1361,CVG1361,Comprehensive,2785453.78,23690.06,2023-04-07,2024-04-06,ACTIVE
1362,1362,CVG1362,Collision,3790800.85,104595.18,2023-04-08,2024-04-07,EXPIRED
1363,1363,CVG1363,Third Party Liability,9029215.99,118016.33,2023-04-09,2024-04-08,CANCELLED
1364,1364,CVG1364,Fire,8062946.39,396403.66,2023-04-10,2024-04-09,SUSPENDED
1365,1365,CVG1365,Flood,9545386.13,77333.76,2023-04-11,2024-04-10,ACTIVE
1366,1366,CVG1366,Theft,4704432.36,83286.37,2023-04-12,2024-04-11,EXPIRED
1367,1367,CVG1367,Personal Accident,8463980.39,166981.99,2023-04-13,2024-04-12,CANCELLED
1368,1368,CVG1368,Glass Protection,5575604.81,29877.51,2023-04-14,2024-04-13,SUSPENDED
1369,1369,CVG1369,Natural Disaster,2086644.42,63374.11,2023-04-15,2024-04-14,ACTIVE
1370,1370,CVG1370,Business Interruption,3108702.14,102656.46,2023-04-16,2024-04-15,EXPIRED
1371,1371,CVG1371,Comprehensive,4692874.24,148417.27,2023-04-17,2024-04-16,CANCELLED
1372,1372,CVG1372,Collision,4984270.69,198212.47,2023-04-18,2024-04-17,SUSPENDED
1373,1373,CVG1373,Third Party Liability,2034682.0,92618.62,2023-04-19,2024-04-18,ACTIVE
1374,1374,CVG1374,Fire,7628773.98,122294.66,2023-04-20,2024-04-19,EXPIRED
1375,1375,CVG1375,Flood,163141.04,3825.92,2023-04-21,2024-04-20,CANCELLED
1376,1376,CVG1376,Theft,2406677.64,49551.25,2023-04-22,2024-04-21,SUSPENDED
1377,1377,CVG1377,Personal Accident,8411782.67,374105.1,2023-04-23,2024-04-22,ACTIVE
1378,1378,CVG1378,Glass Protection,9514803.6,48200.01,2023-04-24,2024-04-23,EXPIRED
1379,1379,CVG1379,Natural Disaster,6607308.12,285470.53,2023-04-25,2024-04-24,CANCELLED
1380,1380,CVG1380,Business Interruption,7299428.89,70641.73,2023-04-26,2024-04-25,SUSPENDED
1381,1381,CVG1381,Comprehensive,5345163.44,84012.83,2023-04-27,2024-04-26,ACTIVE
1382,1382,CVG1382,Collision,4971085.88,38253.89,2023-04-28,2024-04-27,EXPIRED
1383,1383,CVG1383,Third Party Liability,9969896.77,369129.06,2023-04-29,2024-04-28,CANCELLED
1384,1384,CVG1384,Fire,1020963.72,47431.27,2023-04-30,2024-04-29,SUSPENDED
1385,1385,CVG1385,Flood,8983145.97,255024.01,2023-05-01,2024-04-30,ACTIVE
1386,1386,CVG1386,Theft,7038384.41,153170.3,2023-05-02,2024-05-01,EXPIRED
1387,1387,CVG1387,Personal Accident,9748092.42,85984.11,2023-05-03,2024-05-02,CANCELLED
1388,1388,CVG1388,Glass Protection,1046212.35,11516.83,2023-05-04,2024-05-03,SUSPENDED
1389,1389,CVG1389,Natural Disaster,8217632.63,68759.99,2023-05-05,2024-05-04,ACTIVE
1390,1390,CVG1390,Business Interruption,5721425.21,140599.62,2023-05-06,2024-05-05,EXPIRED
1391,1391,CVG1391,Comprehensive,9645760.92,151001.76,2023-05-07,2024-05-06,CANCELLED
1392,1392,CVG1392,Collision,2683810.3,51463.14,2023-05-08,2024-05-07,SUSPENDED
1393,1393,CVG1393,Third Party Liability,8028086.54,293287.29,2023-05-09,2024-05-08,ACTIVE
1394,1394,CVG1394,Fire,7379993.4,142526.84,2023-05-10,2024-05-09,EXPIRED
1395,1395,CVG1395,Flood,2792363.13,23346.77,2023-05-11,2024-05-10,CANCELLED
1396,1396,CVG1396,Theft,2106855.0,84478.91,2023-05-12,2024-05-11,SUSPENDED
1397,1397,CVG1397,Personal Accident,5888609.55,70624.89,2023-05-13,2024-05-12,ACTIVE
1398,1398,CVG1398,Glass Protection,1727312.31,44862.58,2023-05-14,2024-05-13,EXPIRED
1399,1399,CVG1399,Natural Disaster,4124474.26,120090.69,2023-05-15,2024-05-14,CANCELLED
1400,1400,CVG1400,Business Interruption,9649883.75,138414.36,2023-05-16,2024-05-15,SUSPENDED
1401,1401,CVG1401,Comprehensive,3152246.41,53352.89,2023-05-17,2024-05-16,ACTIVE
1402,1402,CVG1402,Collision,1287144.21,15565.04,2023-05-18,2024-05-17,EXPIRED
1403,1403,CVG1403,Third Party Liability,6891942.95,290753.16,2023-05-19,2024-05-18,CANCELLED
1404,1404,CVG1404,Fire,6999092.03,47697.7,2023-05-20,2024-05-19,SUSPENDED
1405,1405,CVG1405,Flood,8375655.03,165425.17,2023-05-21,2024-05-20,ACTIVE
1406,1406,CVG1406,Theft,1003007.75,16218.48,2023-05-22,2024-05-21,EXPIRED
1407,1407,CVG1407,Personal Accident,3621853.28,101794.67,2023-05-23,2024-05-22,CANCELLED
1408,1408,CVG1408,Glass Protection,6804115.43,113679.8,2023-05-24,2024-05-23,SUSPENDED
1409,1409,CVG1409,Natural Disaster,9907698.54,63396.33,2023-05-25,2024-05-24,ACTIVE
1410,1410,CVG1410,Business Interruption,4103483.04,104019.41,2023-05-26,2024-05-25,EXPIRED
1411,1411,CVG1411,Comprehensive,7505976.63,121922.34,2023-05-27,2024-05-26,CANCELLED
1412,1412,CVG1412,Collision,4674228.16,192463.0,2023-05-28,2024-05-27,SUSPENDED
1413,1413,CVG1413,Third Party Liability,1483951.09,8218.21,2023-05-29,2024-05-28,ACTIVE
1414,1414,CVG1414,Fire,8320686.09,409506.94,2023-05-30,2024-05-29,EXPIRED
1415,1415,CVG1415,Flood,1394080.85,58642.43,2023-05-31,2024-05-30,CANCELLED
1416,1416,CVG1416,Theft,3785173.46,126286.22,2023-06-01,2024-05-31,SUSPENDED
1417,1417,CVG1417,Personal Accident,6482381.66,202279.94,2023-06-02,2024-06-01,ACTIVE
1418,1418,CVG1418,Glass Protection,2662324.46,110682.46,2023-06-03,2024-06-02,EXPIRED
1419,1419,CVG1419,Natural Disaster,315821.81,2495.38,2023-06-04,2024-06-03,CANCELLED
1420,1420,CVG1420,Business Interruption,9034711.21,225455.88,2023-06-05,2024-06-04,SUSPENDED
1421,1421,CVG1421,Comprehensive,1375036.34,62878.36,2023-06-06,2024-06-05,ACTIVE
1422,1422,CVG1422,Collision,8310626.15,165545.55,2023-06-07,2024-06-06,EXPIRED
1423,1423,CVG1423,Third Party Liability,522693.56,13456.63,2023-06-08,2024-06-07,CANCELLED
1424,1424,CVG1424,Fire,1763093.17,54346.97,2023-06-09,2024-06-08,SUSPENDED
1425,1425,CVG1425,Flood,8234685.48,187544.48,2023-06-10,2024-06-09,ACTIVE
1426,1426,CVG1426,Theft,391874.7,14007.4,2023-06-11,2024-06-10,EXPIRED
1427,1427,CVG1427,Personal Accident,1810791.4,26550.23,2023-06-12,2024-06-11,CANCELLED
1428,1428,CVG1428,Glass Protection,1952796.03,34356.43,2023-06-13,2024-06-12,SUSPENDED
1429,1429,CVG1429,Natural Disaster,8845895.61,58022.22,2023-06-14,2024-06-13,ACTIVE
1430,1430,CVG1430,Business Interruption,6229847.83,100053.32,2023-06-15,2024-06-14,EXPIRED
1431,1431,CVG1431,Comprehensive,3021541.11,71126.02,2023-06-16,2024-06-15,CANCELLED
1432,1432,CVG1432,Collision,5551817.79,42993.6,2023-06-17,2024-06-16,SUSPENDED
1433,1433,CVG1433,Third Party Liability,2869782.28,32071.6,2023-06-18,2024-06-17,ACTIVE
1434,1434,CVG1434,Fire,2074632.29,92962.95,2023-06-19,2024-06-18,EXPIRED
1435,1435,CVG1435,Flood,5305559.18,177120.51,2023-06-20,2024-06-19,CANCELLED
1436,1436,CVG1436,Theft,8041464.02,327835.06,2023-06-21,2024-06-20,SUSPENDED
1437,1437,CVG1437,Personal Accident,9895095.8,397646.39,2023-06-22,2024-06-21,ACTIVE
1438,1438,CVG1438,Glass Protection,3655209.89,107840.76,2023-06-23,2024-06-22,EXPIRED
1439,1439,CVG1439,Natural Disaster,4898326.91,225668.2,2023-06-24,2024-06-23,CANCELLED
1440,1440,CVG1440,Business Interruption,5073693.23,114042.2,2023-06-25,2024-06-24,SUSPENDED
1441,1441,CVG1441,Comprehensive,1880177.15,36380.47,2023-06-26,2024-06-25,ACTIVE
1442,1442,CVG1442,Collision,2268299.86,102775.34,2023-06-27,2024-06-26,EXPIRED
1443,1443,CVG1443,Third Party Liability,7807528.99,59623.02,2023-06-28,2024-06-27,CANCELLED
1444,1444,CVG1444,Fire,9916160.1,285827.89,2023-06-29,2024-06-28,SUSPENDED
1445,1445,CVG1445,Flood,7691737.47,384450.41,2023-06-30,2024-06-29,ACTIVE
