premium_id,policy_period_id,written_premium,earned_premium,unearned_premium,transaction_date,currency_code,commission_rate,commission_amount,operating_expense,as_of_date
1111,1111,8478.09,6307.73,2170.36,2022-07-31,INR,6.77,573.97,757.64,2022-08-25
1112,1112,94219.66,59174.44,35045.22,2022-08-01,USD,5.68,5351.68,5132.66,2022-08-26
1113,1113,97438.01,39580.63,57857.38,2022-08-02,INR,8.02,7814.53,4844.02,2022-08-27
1114,1114,14836.23,8384.79,6451.44,2022-08-03,USD,13.25,1965.8,1241.68,2022-08-06
1115,1115,104446.19,61388.13,43058.06,2022-08-04,INR,15.87,16575.61,7637.06,2022-08-04
1116,1116,125646.2,63666.01,61980.19,2022-08-05,USD,17.51,22000.65,11881.05,2022-08-20
1117,1117,137843.64,115580.5,22263.14,2022-08-06,INR,14.68,20235.45,8781.29,2022-08-26
1118,1118,71789.6,62878.6,8911.0,2022-08-07,USD,18.44,13238.0,4477.73,2022-09-02
1119,1119,65023.19,52566.15,12457.04,2022-08-08,INR,17.53,11398.57,3313.2,2022-08-31
1120,1120,103338.66,72889.66,30449.0,2022-08-09,USD,5.28,5456.28,7276.88,2022-08-19
1121,1121,120932.62,107438.5,13494.12,2022-08-10,INR,10.3,12456.06,11836.03,2022-08-18
1122,1122,126907.18,74435.35,52471.83,2022-08-11,USD,10.63,13490.23,8553.43,2022-08-16
1123,1123,87792.34,53927.45,33864.89,2022-08-12,INR,13.93,12229.47,7947.1,2022-09-05
1124,1124,49700.81,43329.2,6371.61,2022-08-13,USD,15.65,7778.18,2435.58,2022-08-15
1125,1125,77072.89,40902.83,36170.06,2022-08-14,INR,11.78,9079.19,7441.45,2022-08-20
1126,1126,81139.56,40266.08,40873.48,2022-08-15,USD,10.61,8608.91,2646.58,2022-08-21
1127,1127,137436.31,88519.39,48916.92,2022-08-16,INR,5.37,7380.33,8766.57,2022-09-01
1128,1128,27341.28,16051.07,11290.21,2022-08-17,USD,12.25,3349.31,2492.75,2022-08-26
1129,1129,117452.32,56237.61,61214.71,2022-08-18,INR,18.08,21235.38,10282.91,2022-09-17
1130,1130,79841.26,75529.53,4311.73,2022-08-19,USD,8.08,6451.17,2599.53,2022-08-31
1131,1131,108483.22,74559.4,33923.82,2022-08-20,INR,5.06,5489.25,10334.5,2022-09-10
1132,1132,127977.98,112560.64,15417.34,2022-08-21,USD,10.0,12797.8,11805.07,2022-08-24
1133,1133,80483.77,61364.15,19119.62,2022-08-22,INR,9.69,7798.88,5668.41,2022-08-31
1134,1134,97633.37,50321.72,47311.65,2022-08-23,USD,8.01,7820.43,4887.5,2022-09-09
1135,1135,51276.72,32951.12,18325.6,2022-08-24,INR,6.76,3466.31,2074.27,2022-09-01
1136,1136,21596.76,20021.58,1575.18,2022-08-25,USD,13.39,2891.81,802.67,2022-09-11
1137,1137,55796.13,32092.08,23704.05,2022-08-26,INR,7.12,3972.68,4424.9,2022-09-04
1138,1138,88242.03,43609.32,44632.71,2022-08-27,USD,9.67,8533.0,8158.59,2022-09-13
1139,1139,69328.91,32691.4,36637.51,2022-08-28,INR,12.06,8361.07,5358.07,2022-08-31
1140,1140,60621.95,27120.19,33501.76,2022-08-29,USD,10.88,6595.67,4808.98,2022-09-26
1141,1141,90949.65,78207.23,12742.42,2022-08-30,INR,15.49,14088.1,6652.25,2022-09-08
1142,1142,53188.15,27071.75,26116.4,2022-08-31,USD,16.38,8712.22,4608.81,2022-09-02
1143,1143,146183.87,119236.13,26947.74,2022-09-01,INR,11.99,17527.45,5734.16,2022-09-27
1144,1144,121340.82,95159.07,26181.75,2022-09-02,USD,6.46,7838.62,6276.65,2022-09-22
1145,1145,107981.31,70832.3,37149.01,2022-09-03,INR,8.48,9156.82,4931.03,2022-09-30
1146,1146,134876.62,73093.55,61783.07,2022-09-04,USD,10.45,14094.61,5777.4,2022-10-03
1147,1147,101451.19,84592.87,16858.32,2022-09-05,INR,18.24,18504.7,6262.56,2022-09-05
1148,1148,14477.95,6690.09,7787.86,2022-09-06,USD,12.18,1763.41,1291.49,2022-09-15
1149,1149,116351.52,85220.75,31130.77,2022-09-07,INR,6.91,8039.89,4328.89,2022-10-03
1150,1150,108569.6,49816.04,58753.56,2022-09-08,USD,13.34,14483.18,3796.1,2022-09-17
1151,1151,82248.11,51030.76,31217.35,2022-09-09,INR,11.2,9211.79,6042.05,2022-09-26
1152,1152,28057.94,18667.12,9390.82,2022-09-10,USD,5.99,1680.67,1250.73,2022-10-02
1153,1153,90690.68,75397.75,15292.93,2022-09-11,INR,11.53,10456.64,7718.94,2022-09-28
1154,1154,105649.31,52317.22,53332.09,2022-09-12,USD,15.04,15889.66,8637.43,2022-10-04
1155,1155,88257.3,58924.69,29332.61,2022-09-13,INR,13.88,12250.11,5507.57,2022-09-30
1156,1156,19159.82,12355.57,6804.25,2022-09-14,USD,9.62,1843.17,1119.04,2022-10-03
1157,1157,20767.97,17605.77,3162.2,2022-09-15,INR,16.57,3441.25,1173.88,2022-09-30
1158,1158,98523.42,42740.96,55782.46,2022-09-16,USD,8.26,8138.03,3913.76,2022-10-04
1159,1159,135972.12,101961.83,34010.29,2022-09-17,INR,5.0,6798.61,5475.7,2022-09-21
1160,1160,70681.29,39604.62,31076.67,2022-09-18,USD,14.23,10057.95,4332.85,2022-09-24
1161,1161,103819.93,59606.01,44213.92,2022-09-19,INR,13.55,14067.6,9751.21,2022-09-28
1162,1162,138182.74,126460.98,11721.76,2022-09-20,USD,15.77,21791.42,12997.23,2022-09-22
1163,1163,89495.41,65897.25,23598.16,2022-09-21,INR,12.66,11330.12,7995.03,2022-10-18
1164,1164,47656.78,28740.5,18916.28,2022-09-22,USD,13.23,6304.99,1606.93,2022-10-14
1165,1165,86204.39,80884.11,5320.28,2022-09-23,INR,6.65,5732.59,4289.07,2022-09-23
1166,1166,39109.97,30749.12,8360.85,2022-09-24,USD,10.91,4266.9,2044.24,2022-10-06
1167,1167,63874.73,40838.6,23036.13,2022-09-25,INR,8.17,5218.57,2691.6,2022-09-29
1168,1168,32292.89,19747.98,12544.91,2022-09-26,USD,18.87,6093.67,2867.52,2022-09-30
1169,1169,46828.28,41209.1,5619.18,2022-09-27,INR,6.88,3221.79,1442.88,2022-10-17
1170,1170,7277.63,5798.35,1479.28,2022-09-28,USD,12.3,895.15,440.82,2022-10-02
1171,1171,17276.2,13013.01,4263.19,2022-09-29,INR,11.24,1941.84,1069.78,2022-10-24
1172,1172,105831.63,96483.63,9348.0,2022-09-30,USD,14.35,15186.84,6541.2,2022-10-13
1173,1173,85047.25,55070.24,29977.01,2022-10-01,INR,10.33,8785.38,3657.49,2022-10-20
1174,1174,6077.35,4096.05,1981.3,2022-10-02,USD,15.96,969.95,485.27,2022-10-10
1175,1175,64571.48,45225.31,19346.17,2022-10-03,INR,10.5,6780.01,6358.76,2022-10-21
1176,1176,75073.88,45248.4,29825.48,2022-10-04,USD,13.7,10285.12,7306.31,2022-10-06
1177,1177,25602.68,20538.76,5063.92,2022-10-05,INR,19.75,5056.53,2531.0,2022-10-29
1178,1178,45515.95,31147.58,14368.37,2022-10-06,USD,12.85,5848.8,3309.23,2022-10-13
1179,1179,73505.48,59387.09,14118.39,2022-10-07,INR,19.41,14267.41,2606.93,2022-10-27
1180,1180,83183.6,59792.01,23391.59,2022-10-08,USD,14.2,11812.07,7756.95,2022-10-25
1181,1181,117886.43,77554.87,40331.56,2022-10-09,INR,12.69,14959.79,7408.72,2022-11-01
1182,1182,53069.53,31528.77,21540.76,2022-10-10,USD,19.67,10438.78,2686.55,2022-10-15
1183,1183,10122.3,9186.75,935.55,2022-10-11,INR,16.24,1643.86,818.77,2022-10-29
1184,1184,42764.25,31907.05,10857.2,2022-10-12,USD,13.67,5845.87,2997.78,2022-11-02
1185,1185,148602.9,125553.5,23049.4,2022-10-13,INR,14.36,21339.38,7441.6,2022-10-15
1186,1186,23389.09,10344.39,13044.7,2022-10-14,USD,16.76,3920.01,1114.34,2022-11-02
1187,1187,45740.93,39877.95,5862.98,2022-10-15,INR,5.21,2383.1,1729.39,2022-10-20
1188,1188,136969.07,110456.24,26512.83,2022-10-16,USD,14.89,20394.69,7654.34,2022-10-21
1189,1189,42881.63,33680.35,9201.28,2022-10-17,INR,12.27,5261.58,3685.94,2022-11-13
1190,1190,9798.13,9222.39,575.74,2022-10-18,USD,19.51,1911.62,702.41,2022-11-13
1191,1191,27351.79,18401.51,8950.28,2022-10-19,INR,19.9,5443.01,2295.52,2022-10-26
1192,1192,100796.76,80566.8,20229.96,2022-10-20,USD,7.51,7569.84,7100.43,2022-11-15
1193,1193,55035.98,41455.5,13580.48,2022-10-21,INR,16.33,8987.38,2097.95,2022-10-26
1194,1194,72282.16,47845.55,24436.61,2022-10-22,USD,12.14,8775.05,6966.38,2022-11-20
1195,1195,82215.52,50060.24,32155.28,2022-10-23,INR,15.58,12809.18,5197.77,2022-10-27
1196,1196,81914.11,52351.63,29562.48,2022-10-24,USD,9.33,7642.59,7029.18,2022-11-05
1197,1197,103381.54,96038.3,7343.24,2022-10-25,INR,15.24,15755.35,3398.28,2022-11-23
1198,1198,82037.54,48779.97,33257.57,2022-10-26,USD,17.66,14487.83,5966.92,2022-11-15
1199,1199,129461.57,75635.6,53825.97,2022-10-27,INR,9.01,11664.49,4774.46,2022-11-16
1200,1200,89705.64,58632.48,31073.16,2022-10-28,USD,15.13,13572.46,4209.51,2022-11-18
1201,1201,90365.02,45833.96,44531.06,2022-10-29,INR,10.06,9090.72,7077.34,2022-11-03
1202,1202,50424.13,20463.01,29961.12,2022-10-30,USD,5.13,2586.76,1752.57,2022-11-12
1203,1203,19166.32,8761.86,10404.46,2022-10-31,INR,11.69,2240.54,869.37,2022-11-09
1204,1204,41524.94,17387.45,24137.49,2022-11-01,USD,14.29,5933.91,1411.09,2022-11-20
1205,1205,100207.8,86128.86,14078.94,2022-11-02,INR,19.26,19300.02,7482.1,2022-11-24
1206,1206,143880.32,64388.24,79492.08,2022-11-03,USD,14.07,20243.96,8102.92,2022-11-27
1207,1207,135485.1,96375.68,39109.42,2022-11-04,INR,19.51,26433.14,12562.19,2022-11-26
1208,1208,31718.13,17825.99,13892.14,2022-11-05,USD,14.91,4729.17,1119.65,2022-11-19
1209,1209,138790.83,76614.06,62176.77,2022-11-06,INR,11.4,15822.15,12940.5,2022-11-30
1210,1210,116667.34,63179.46,53487.88,2022-11-07,USD,16.71,19495.11,5764.55,2022-11-08
1211,1211,60505.86,35272.5,25233.36,2022-11-08,INR,5.9,3569.85,5862.56,2022-11-16
1212,1212,30799.78,13495.51,17304.27,2022-11-09,USD,19.69,6064.48,1356.63,2022-11-21
1213,1213,30874.11,20705.15,10168.96,2022-11-10,INR,7.16,2210.59,2587.54,2022-11-16
1214,1214,94025.11,43104.62,50920.49,2022-11-11,USD,11.62,10925.72,4525.4,2022-11-12
1215,1215,15573.33,11123.09,4450.24,2022-11-12,INR,8.76,1364.22,953.27,2022-12-10
1216,1216,77166.7,58575.38,18591.32,2022-11-13,USD,5.01,3866.05,2519.38,2022-11-25
1217,1217,43633.29,34253.46,9379.83,2022-11-14,INR,18.57,8102.7,3064.14,2022-11-30
1218,1218,107602.82,88669.55,18933.27,2022-11-15,USD,12.17,13095.26,6270.44,2022-12-08
1219,1219,118235.87,98367.51,19868.36,2022-11-16,INR,13.1,15488.9,3574.45,2022-12-16
1220,1220,104942.89,86987.84,17955.05,2022-11-17,USD,6.82,7157.11,7080.63,2022-11-28
1221,1221,53348.76,30225.03,23123.73,2022-11-18,INR,5.83,3110.23,5323.73,2022-12-08
1222,1222,18146.71,12594.62,5552.09,2022-11-19,USD,19.41,3522.28,646.6,2022-12-03
1223,1223,115265.7,64488.54,50777.16,2022-11-20,INR,8.05,9278.89,7931.81,2022-12-20
1224,1224,60703.73,30658.52,30045.21,2022-11-21,USD,15.44,9372.66,5630.41,2022-12-11
1225,1225,104882.17,70016.92,34865.25,2022-11-22,INR,18.28,19172.46,6362.03,2022-11-28
1226,1226,25291.73,12802.7,12489.03,2022-11-23,USD,15.8,3996.09,1808.51,2022-12-08
1227,1227,61371.29,51306.8,10064.49,2022-11-24,INR,14.65,8990.89,3987.78,2022-12-24
1228,1228,125966.29,81515.18,44451.11,2022-11-25,USD,19.94,25117.68,4105.62,2022-11-26
1229,1229,53969.2,42989.52,10979.68,2022-11-26,INR,11.08,5979.79,2418.76,2022-12-16
1230,1230,101760.88,66358.65,35402.23,2022-11-27,USD,15.17,15437.13,9280.38,2022-12-01
1231,1231,112452.47,59390.89,53061.58,2022-11-28,INR,6.08,6837.11,9162.87,2022-12-13
1232,1232,99805.57,65788.92,34016.65,2022-11-29,USD,18.77,18733.51,3314.16,2022-12-21
1233,1233,99074.03,40412.38,58661.65,2022-11-30,INR,14.49,14355.83,9246.22,2022-12-26
1234,1234,120086.08,78164.21,41921.87,2022-12-01,USD,7.56,9078.51,8570.9,2022-12-27
1235,1235,123533.21,57171.02,66362.19,2022-12-02,INR,13.92,17195.82,9029.54,2022-12-04
1236,1236,121645.76,77174.05,44471.71,2022-12-03,USD,17.17,20886.58,12012.94,2022-12-24
1237,1237,63291.25,29521.66,33769.59,2022-12-04,INR,15.26,9658.24,4317.22,2022-12-14
1238,1238,126281.93,105597.7,20684.23,2022-12-05,USD,16.46,20786.01,9031.17,2022-12-15
1239,1239,14167.17,7801.03,6366.14,2022-12-06,INR,16.36,2317.75,591.67,2022-12-17
1240,1240,85244.12,54663.96,30580.16,2022-12-07,USD,18.89,16102.61,2800.18,2022-12-10
1241,1241,119702.58,89502.46,30200.12,2022-12-08,INR,10.64,12736.35,4912.92,2023-01-05
1242,1242,75610.28,30508.16,45102.12,2022-12-09,USD,7.69,5814.43,2740.11,2022-12-29
1243,1243,91090.93,50651.33,40439.6,2022-12-10,INR,15.4,14028.0,7784.34,2022-12-25
1244,1244,105391.96,54106.98,51284.98,2022-12-11,USD,14.6,15387.23,7020.8,2022-12-24
1245,1245,39691.8,19687.21,20004.59,2022-12-12,INR,15.38,6104.6,2847.45,2023-01-03
1246,1246,77483.71,71491.42,5992.29,2022-12-13,USD,14.41,11165.4,6569.13,2022-12-24
1247,1247,65723.95,46449.79,19274.16,2022-12-14,INR,7.88,5179.05,6510.76,2022-12-17
1248,1248,94743.54,82853.42,11890.12,2022-12-15,USD,19.8,18759.22,6208.34,2022-12-29
1249,1249,116698.04,88997.42,27700.62,2022-12-16,INR,9.15,10677.87,5083.41,2023-01-10
1250,1250,26636.53,23016.09,3620.44,2022-12-17,USD,18.67,4973.04,1726.74,2022-12-22
1251,1251,102170.68,43291.1,58879.58,2022-12-18,INR,14.67,14988.44,5103.89,2022-12-31
1252,1252,41450.36,30642.21,10808.15,2022-12-19,USD,18.35,7606.14,2558.33,2022-12-22
1253,1253,112360.45,102098.99,10261.46,2022-12-20,INR,7.64,8584.34,9548.89,2023-01-04
1254,1254,79661.04,34969.02,44692.02,2022-12-21,USD,8.53,6795.09,4870.27,2023-01-08
1255,1255,52265.99,26619.76,25646.23,2022-12-22,INR,15.15,7918.3,2759.54,2023-01-15
1256,1256,20969.27,11014.74,9954.53,2022-12-23,USD,8.56,1794.97,1234.71,2022-12-29
1257,1257,59452.2,30996.27,28455.93,2022-12-24,INR,12.06,7169.94,3799.5,2023-01-21
1258,1258,68200.43,35388.58,32811.85,2022-12-25,USD,14.14,9643.54,2896.08,2023-01-05
1259,1259,24778.67,19721.38,5057.29,2022-12-26,INR,14.48,3587.95,2435.47,2023-01-01
1260,1260,53704.24,22429.68,31274.56,2022-12-27,USD,13.53,7266.18,2666.0,2022-12-30
1261,1261,128489.45,83803.18,44686.27,2022-12-28,INR,7.57,9726.65,6944.9,2023-01-25
1262,1262,47798.42,23241.19,24557.23,2022-12-29,USD,16.92,8087.49,4621.78,2023-01-26
1263,1263,29640.65,27671.76,1968.89,2022-12-30,INR,17.83,5284.93,1068.64,2023-01-26
1264,1264,80656.47,70510.65,10145.82,2022-12-31,USD,8.25,6654.16,5092.99,2023-01-14
1265,1265,45479.78,36452.49,9027.29,2023-01-01,INR,16.04,7294.96,2149.64,2023-01-11
1266,1266,67966.06,35500.28,32465.78,2023-01-02,USD,18.91,12852.38,6540.89,2023-01-31
1267,1267,88186.61,35520.92,52665.69,2023-01-03,INR,19.7,17372.76,2892.88,2023-01-18
1268,1268,111354.06,75422.22,35931.84,2023-01-04,USD,11.39,12683.23,6414.26,2023-01-29
1269,1269,120712.54,102812.1,17900.44,2023-01-05,INR,11.79,14232.01,5653.67,2023-01-22
1270,1270,114196.41,89214.56,24981.85,2023-01-06,USD,11.1,12675.8,5168.58,2023-01-17
1271,1271,47889.61,36214.22,11675.39,2023-01-07,INR,6.36,3045.78,3045.05,2023-01-16
1272,1272,28461.41,18574.07,9887.34,2023-01-08,USD,13.56,3859.37,2016.67,2023-01-22
1273,1273,72245.29,34406.32,37838.97,2023-01-09,INR,15.55,11234.14,3102.66,2023-02-05
1274,1274,58710.97,38476.98,20233.99,2023-01-10,USD,14.5,8513.09,5297.3,2023-01-12
1275,1275,60807.49,47424.54,13382.95,2023-01-11,INR,12.96,7880.65,3086.67,2023-02-04
1276,1276,44119.46,40605.46,3514.0,2023-01-12,USD,13.14,5797.3,3777.22,2023-02-06
1277,1277,104276.45,77294.96,26981.49,2023-01-13,INR,10.04,10469.36,9933.06,2023-01-29
1278,1278,142071.72,109545.7,32526.02,2023-01-14,USD,18.32,26027.54,5365.72,2023-01-25
1279,1279,72476.17,30619.8,41856.37,2023-01-15,INR,10.5,7610.0,5462.68,2023-02-06
1280,1280,14715.86,11627.52,3088.34,2023-01-16,USD,8.07,1187.57,1452.27,2023-01-23
1281,1281,83246.9,63015.5,20231.4,2023-01-17,INR,16.06,13369.45,6881.14,2023-02-13
1282,1282,144070.04,74251.78,69818.26,2023-01-18,USD,16.18,23310.53,6595.61,2023-01-29
1283,1283,135200.29,91525.36,43674.93,2023-01-19,INR,11.34,15331.71,4571.42,2023-01-30
1284,1284,55057.85,36746.97,18310.88,2023-01-20,USD,12.9,7102.46,2124.66,2023-02-11
1285,1285,82126.15,70132.32,11993.83,2023-01-21,INR,18.49,15185.13,5062.13,2023-02-01
1286,1286,120986.06,111301.24,9684.82,2023-01-22,USD,17.13,20724.91,11597.88,2023-01-24
1287,1287,32311.27,28633.87,3677.4,2023-01-23,INR,6.31,2038.84,1852.98,2023-01-28
1288,1288,46814.04,43356.58,3457.46,2023-01-24,USD,6.64,3108.45,2308.68,2023-02-15
1289,1289,26453.34,12770.98,13682.36,2023-01-25,INR,8.06,2132.14,2556.64,2023-01-25
1290,1290,47509.57,44339.07,3170.5,2023-01-26,USD,13.12,6233.26,1864.37,2023-02-06
1291,1291,65918.85,53113.46,12805.39,2023-01-27,INR,5.32,3506.88,2849.95,2023-01-27
1292,1292,131410.09,69355.67,62054.42,2023-01-28,USD,19.21,25243.88,9872.45,2023-02-10
1293,1293,88912.17,67632.67,21279.5,2023-01-29,INR,16.8,14937.24,5693.08,2023-02-19
1294,1294,106045.22,91522.26,14522.96,2023-01-30,USD,11.68,12386.08,5438.61,2023-02-03
1295,1295,135250.88,76899.9,58350.98,2023-01-31,INR,16.84,22776.25,6204.6,2023-02-11
1296,1296,145754.99,120009.17,25745.82,2023-02-01,USD,5.71,8322.61,7975.49,2023-02-15
1297,1297,143651.01,106337.18,37313.83,2023-02-02,INR,7.41,10644.54,9692.45,2023-02-07
1298,1298,146114.88,125897.32,20217.56,2023-02-03,USD,15.39,22487.08,11198.96,2023-02-07
1299,1299,28381.93,13177.86,15204.07,2023-02-04,INR,19.91,5650.84,1992.89,2023-02-18
1300,1300,42759.04,21442.51,21316.53,2023-02-05,USD,13.44,5746.81,1386.6,2023-02-15
1301,1301,146813.27,70671.4,76141.87,2023-02-06,INR,11.73,17221.2,14429.19,2023-02-23
1302,1302,48726.17,44157.54,4568.63,2023-02-07,USD,11.07,5393.99,3165.21,2023-02-11
1303,1303,142429.41,129652.95,12776.46,2023-02-08,INR,7.34,10454.32,13945.34,2023-02-25
1304,1304,146462.15,85270.9,61191.25,2023-02-09,USD,15.58,22818.8,9252.56,2023-02-18
1305,1305,145592.81,118627.41,26965.4,2023-02-10,INR,19.91,28987.53,11164.37,2023-03-07
1306,1306,86958.57,78157.01,8801.56,2023-02-11,USD,11.63,10113.28,6803.66,2023-03-06
1307,1307,74452.28,31422.18,43030.1,2023-02-12,INR,15.17,11294.41,2842.69,2023-02-12
1308,1308,63236.34,54540.22,8696.12,2023-02-13,USD,11.69,7392.33,2306.46,2023-02-14
1309,1309,93181.93,47274.21,45907.72,2023-02-14,INR,12.9,12020.47,7891.56,2023-03-10
1310,1310,45299.44,18681.57,26617.87,2023-02-15,USD,13.08,5925.17,2771.51,2023-03-08
1311,1311,143855.44,134751.08,9104.36,2023-02-16,INR,10.92,15709.01,9254.59,2023-03-07
1312,1312,92736.28,85212.7,7523.58,2023-02-17,USD,18.63,17276.77,5125.96,2023-02-21
1313,1313,108814.75,69119.38,39695.37,2023-02-18,INR,10.79,11741.11,3357.3,2023-03-01
1314,1314,55946.48,52457.55,3488.93,2023-02-19,USD,18.11,10131.91,2021.45,2023-03-14
1315,1315,133731.71,108033.85,25697.86,2023-02-20,INR,11.23,15018.07,8154.33,2023-02-25
1316,1316,121822.55,113745.52,8077.03,2023-02-21,USD,11.36,13839.04,11299.04,2023-02-25
1317,1317,126149.17,91945.67,34203.5,2023-02-22,INR,7.15,9019.67,6462.14,2023-03-21
1318,1318,81168.65,47441.39,33727.26,2023-02-23,USD,19.0,15422.04,5791.18,2023-03-07
1319,1319,17825.0,11144.25,6680.75,2023-02-24,INR,18.72,3336.84,1051.96,2023-03-13
1320,1320,72007.39,51294.75,20712.64,2023-02-25,USD,18.72,13479.78,3164.58,2023-03-23
1321,1321,60356.58,42528.86,17827.72,2023-02-26,INR,5.63,3398.08,5301.56,2023-03-24
1322,1322,89855.2,60360.7,29494.5,2023-02-27,USD,16.1,14466.69,4107.86,2023-03-24
1323,1323,5354.77,2915.52,2439.25,2023-02-28,INR,19.34,1035.61,473.35,2023-03-15
1324,1324,23005.65,17628.13,5377.52,2023-03-01,USD,9.32,2144.13,979.03,2023-03-30
1325,1325,104737.26,55993.86,48743.4,2023-03-02,INR,6.79,7111.66,5174.56,2023-03-04
1326,1326,91839.24,55008.74,36830.5,2023-03-03,USD,12.21,11213.57,5558.55,2023-03-11
1327,1327,96059.43,63574.28,32485.15,2023-03-04,INR,15.41,14802.76,3685.88,2023-03-20
1328,1328,111278.8,45585.34,65693.46,2023-03-05,USD,8.89,9892.69,7869.17,2023-03-09
1329,1329,51353.76,45349.2,6004.56,2023-03-06,INR,7.03,3610.17,2127.67,2023-03-14
1330,1330,57368.7,43022.85,14345.85,2023-03-07,USD,19.33,11089.37,1916.69,2023-03-16
1331,1331,81793.79,74839.22,6954.57,2023-03-08,INR,12.71,10395.99,6842.13,2023-03-13
1332,1332,115879.96,84513.5,31366.46,2023-03-09,USD,7.51,8702.58,6093.26,2023-03-19
1333,1333,124889.19,97005.42,27883.77,2023-03-10,INR,9.52,11889.45,9738.99,2023-04-01
1334,1334,57565.79,39946.7,17619.09,2023-03-11,USD,10.27,5912.01,2306.1,2023-03-15
1335,1335,80134.76,48494.18,31640.58,2023-03-12,INR,12.27,9832.54,4313.01,2023-04-10
1336,1336,28639.23,14887.59,13751.64,2023-03-13,USD,12.55,3594.22,2526.27,2023-04-07
1337,1337,135073.23,99601.05,35472.18,2023-03-14,INR,17.47,23597.29,9022.31,2023-03-31
1338,1338,108319.33,85165.61,23153.72,2023-03-15,USD,17.04,18457.61,6414.05,2023-04-13
1339,1339,16078.05,13672.2,2405.85,2023-03-16,INR,18.85,3030.71,1022.02,2023-03-25
1340,1340,105202.35,50124.47,55077.88,2023-03-17,USD,11.63,12235.03,10428.78,2023-04-02
1341,1341,115720.48,68058.09,47662.39,2023-03-18,INR,15.65,18110.26,3704.58,2023-04-13
1342,1342,22196.55,10449.98,11746.57,2023-03-19,USD,15.41,3420.49,1734.96,2023-03-28
1343,1343,23174.91,10929.75,12245.16,2023-03-20,INR,6.18,1432.21,1815.92,2023-04-14
1344,1344,21199.72,8699.17,12500.55,2023-03-21,USD,12.26,2599.09,1275.95,2023-03-27
1345,1345,20633.52,17253.34,3380.18,2023-03-22,INR,12.7,2620.46,704.61,2023-03-25
1346,1346,136736.75,57949.69,78787.06,2023-03-23,USD,9.52,13017.34,4200.43,2023-03-26
1347,1347,118443.77,107316.44,11127.33,2023-03-24,INR,8.08,9570.26,11025.01,2023-03-29
1348,1348,102237.09,42540.09,59697.0,2023-03-25,USD,7.18,7340.62,8407.35,2023-04-02
1349,1349,142574.78,84305.91,58268.87,2023-03-26,INR,7.41,10564.79,9273.69,2023-04-18
1350,1350,93878.68,63621.59,30257.09,2023-03-27,USD,6.03,5660.88,8202.28,2023-04-20
1351,1351,7027.73,3649.84,3377.89,2023-03-28,INR,7.87,553.08,349.49,2023-04-25
1352,1352,114332.59,46005.25,68327.34,2023-03-29,USD,15.88,18156.02,10826.87,2023-04-27
1353,1353,78108.31,61648.22,16460.09,2023-03-30,INR,10.5,8201.37,5565.74,2023-04-13
1354,1354,102661.23,47124.43,55536.8,2023-03-31,USD,17.52,17986.25,10131.75,2023-04-13
1355,1355,36069.73,18942.19,17127.54,2023-04-01,INR,6.69,2413.06,3568.12,2023-04-04
1356,1356,72555.75,49762.37,22793.38,2023-04-02,USD,12.44,9025.94,4011.43,2023-04-11
1357,1357,85784.16,36229.63,49554.53,2023-04-03,INR,9.92,8509.79,3268.43,2023-04-12
1358,1358,71257.14,57354.58,13902.56,2023-04-04,USD,15.31,10909.47,6333.07,2023-04-11
1359,1359,85317.8,47762.96,37554.84,2023-04-05,INR,17.83,15212.16,3687.0,2023-04-07
1360,1360,134739.42,113361.67,21377.75,2023-04-06,USD,19.09,25721.76,7507.8,2023-04-06
1361,1361,149814.88,100436.89,49377.99,2023-04-07,INR,6.58,9857.82,9088.38,2023-04-28
1362,1362,103095.21,47998.02,55097.19,2023-04-08,USD,10.92,11258.0,8108.71,2023-04-11
1363,1363,112507.66,100225.78,12281.88,2023-04-09,INR,7.53,8471.83,6239.64,2023-04-15
1364,1364,54101.59,39344.22,14757.37,2023-04-10,USD,19.86,10744.58,2087.96,2023-05-06
1365,1365,66582.11,44910.34,21671.77,2023-04-11,INR,16.47,10966.07,5567.47,2023-04-29
1366,1366,44581.05,37190.45,7390.6,2023-04-12,USD,14.66,6535.58,2586.44,2023-04-27
1367,1367,101668.17,93796.65,7871.52,2023-04-13,INR,19.81,20140.46,6689.67,2023-04-17
1368,1368,116359.94,53458.1,62901.84,2023-04-14,USD,8.76,10193.13,7541.19,2023-05-04
1369,1369,141648.44,58975.04,82673.4,2023-04-15,INR,16.07,22762.9,12482.33,2023-04-30
1370,1370,103325.58,96572.21,6753.37,2023-04-16,USD,10.74,11097.17,8012.31,2023-04-20
1371,1371,48899.13,36321.2,12577.93,2023-04-17,INR,16.4,8019.46,3729.81,2023-05-03
1372,1372,116297.96,97225.36,19072.6,2023-04-18,USD,8.03,9338.73,8878.95,2023-05-03
1373,1373,78195.24,54606.94,23588.3,2023-04-19,INR,17.14,13402.66,5304.53,2023-04-19
1374,1374,143124.17,59737.05,83387.12,2023-04-20,USD,11.46,16402.03,13460.22,2023-05-02
1375,1375,70266.75,61067.49,9199.26,2023-04-21,INR,11.64,8179.05,2284.98,2023-04-26
1376,1376,85716.65,74847.64,10869.01,2023-04-22,USD,9.55,8185.94,6807.97,2023-05-07
1377,1377,67448.76,38570.76,28878.0,2023-04-23,INR,10.84,7311.45,5630.68,2023-05-11
1378,1378,102878.56,78500.79,24377.77,2023-04-24,USD,15.28,15719.84,7207.13,2023-05-09
