policy_period_id,policy_id,job_id,term_number,effective_date,expiration_date,period_status,written_date,transaction_effective_date
1291,1291,1291,1,2023-01-27,2024-01-27,CANCELLED,2023-01-24,2023-01-24
1292,1292,1292,2,2023-01-28,2024-01-28,ENDED,2023-01-20,2023-01-21
1293,1293,1293,3,2023-01-29,2024-01-29,ACTIVE,2023-01-14,2023-01-19
1294,1294,1294,4,2023-01-30,2024-01-30,EXPIRED,2023-01-22,2023-01-22
1295,1295,1295,5,2023-01-31,2024-01-31,CANCELLED,2023-01-18,2023-01-23
1296,1296,1296,1,2023-02-01,2024-02-01,ENDED,2023-01-18,2023-01-20
1297,1297,1297,2,2023-02-02,2024-02-02,ACTIVE,2023-01-22,2023-01-24
1298,1298,1298,3,2023-02-03,2024-02-03,EXPIRED,2023-01-22,2023-01-22
1299,1299,1299,4,2023-02-04,2024-02-04,CANCELLED,2023-01-26,2023-01-30
1300,1300,1300,5,2023-02-05,2024-02-05,ENDED,2023-01-31,2023-02-02
1301,1301,1301,1,2023-02-06,2024-02-06,ACTIVE,2023-01-23,2023-01-24
1302,1302,1302,2,2023-02-07,2024-02-07,EXPIRED,2023-01-26,2023-01-31
1303,1303,1303,3,2023-02-08,2024-02-08,CANCELLED,2023-01-24,2023-01-29
1304,1304,1304,4,2023-02-09,2024-02-09,ENDED,2023-01-29,2023-01-30
1305,1305,1305,5,2023-02-10,2024-02-10,ACTIVE,2023-01-28,2023-01-30
1306,1306,1306,1,2023-02-11,2024-02-11,EXPIRED,2023-02-02,2023-02-03
1307,1307,1307,2,2023-02-12,2024-02-12,CANCELLED,2023-02-10,2023-02-11
1308,1308,1308,3,2023-02-13,2024-02-13,ENDED,2023-01-31,2023-02-01
1309,1309,1309,4,2023-02-14,2024-02-14,ACTIVE,2023-02-10,2023-02-13
1310,1310,1310,5,2023-02-15,2024-02-15,EXPIRED,2023-02-14,2023-02-16
1311,1311,1311,1,2023-02-16,2024-02-16,CANCELLED,2023-02-07,2023-02-11
1312,1312,1312,2,2023-02-17,2024-02-17,ENDED,2023-02-11,2023-02-14
1313,1313,1313,3,2023-02-18,2024-02-18,ACTIVE,2023-02-05,2023-02-09
1314,1314,1314,4,2023-02-19,2024-02-19,EXPIRED,2023-02-16,2023-02-20
1315,1315,1315,5,2023-02-20,2024-02-20,CANCELLED,2023-02-05,2023-02-05
1316,1316,1316,1,2023-02-21,2024-02-21,ENDED,2023-02-19,2023-02-21
1317,1317,1317,2,2023-02-22,2024-02-22,ACTIVE,2023-02-15,2023-02-20
1318,1318,1318,3,2023-02-23,2024-02-23,EXPIRED,2023-02-11,2023-02-14
1319,1319,1319,4,2023-02-24,2024-02-24,CANCELLED,2023-02-15,2023-02-18
1320,1320,1320,5,2023-02-25,2024-02-25,ENDED,2023-02-12,2023-02-15
1321,1321,1321,1,2023-02-26,2024-02-26,ACTIVE,2023-02-12,2023-02-16
1322,1322,1322,2,2023-02-27,2024-02-27,EXPIRED,2023-02-25,2023-02-26
1323,1323,1323,3,2023-02-28,2024-02-28,CANCELLED,2023-02-22,2023-02-27
1324,1324,1324,4,2023-03-01,2024-02-29,ENDED,2023-02-27,2023-03-02
1325,1325,1325,5,2023-03-02,2024-03-01,ACTIVE,2023-02-22,2023-02-27
1326,1326,1326,1,2023-03-03,2024-03-02,EXPIRED,2023-02-22,2023-02-24
1327,1327,1327,2,2023-03-04,2024-03-03,CANCELLED,2023-03-01,2023-03-05
1328,1328,1328,3,2023-03-05,2024-03-04,ENDED,2023-02-22,2023-02-26
1329,1329,1329,4,2023-03-06,2024-03-05,ACTIVE,2023-03-03,2023-03-04
1330,1330,1330,5,2023-03-07,2024-03-06,EXPIRED,2023-02-28,2023-03-04
1331,1331,1331,1,2023-03-08,2024-03-07,CANCELLED,2023-02-21,2023-02-21
1332,1332,1332,2,2023-03-09,2024-03-08,ENDED,2023-02-23,2023-02-23
1333,1333,1333,3,2023-03-10,2024-03-09,ACTIVE,2023-03-01,2023-03-02
1334,1334,1334,4,2023-03-11,2024-03-10,EXPIRED,2023-03-06,2023-03-07
1335,1335,1335,5,2023-03-12,2024-03-11,CANCELLED,2023-03-09,2023-03-11
1336,1336,1336,1,2023-03-13,2024-03-12,ENDED,2023-02-26,2023-03-03
1337,1337,1337,2,2023-03-14,2024-03-13,ACTIVE,2023-03-10,2023-03-12
1338,1338,1338,3,2023-03-15,2024-03-14,EXPIRED,2023-03-06,2023-03-08
1339,1339,1339,4,2023-03-16,2024-03-15,CANCELLED,2023-03-02,2023-03-02
1340,1340,1340,5,2023-03-17,2024-03-16,ENDED,2023-03-12,2023-03-13
1341,1341,1341,1,2023-03-18,2024-03-17,ACTIVE,2023-03-07,2023-03-11
1342,1342,1342,2,2023-03-19,2024-03-18,EXPIRED,2023-03-14,2023-03-15
1343,1343,1343,3,2023-03-20,2024-03-19,CANCELLED,2023-03-09,2023-03-11
1344,1344,1344,4,2023-03-21,2024-03-20,ENDED,2023-03-11,2023-03-15
1345,1345,1345,5,2023-03-22,2024-03-21,ACTIVE,2023-03-20,2023-03-24
1346,1346,1346,1,2023-03-23,2024-03-22,EXPIRED,2023-03-12,2023-03-13
1347,1347,1347,2,2023-03-24,2024-03-23,CANCELLED,2023-03-14,2023-03-18
1348,1348,1348,3,2023-03-25,2024-03-24,ENDED,2023-03-22,2023-03-23
1349,1349,1349,4,2023-03-26,2024-03-25,ACTIVE,2023-03-15,2023-03-19
1350,1350,1350,5,2023-03-27,2024-03-26,EXPIRED,2023-03-15,2023-03-19
1351,1351,1351,1,2023-03-28,2024-03-27,CANCELLED,2023-03-22,2023-03-26
1352,1352,1352,2,2023-03-29,2024-03-28,ENDED,2023-03-28,2023-03-28
1353,1353,1353,3,2023-03-30,2024-03-29,ACTIVE,2023-03-28,2023-03-28
1354,1354,1354,4,2023-03-31,2024-03-30,EXPIRED,2023-03-20,2023-03-24
1355,1355,1355,5,2023-04-01,2024-03-31,CANCELLED,2023-03-27,2023-04-01
1356,1356,1356,1,2023-04-02,2024-04-01,ENDED,2023-03-29,2023-04-02
1357,1357,1357,2,2023-04-03,2024-04-02,ACTIVE,2023-03-27,2023-03-31
1358,1358,1358,3,2023-04-04,2024-04-03,EXPIRED,2023-03-24,2023-03-24
1359,1359,1359,4,2023-04-05,2024-04-04,CANCELLED,2023-03-28,2023-04-02
1360,1360,1360,5,2023-04-06,2024-04-05,ENDED,2023-03-28,2023-03-30
1361,1361,1361,1,2023-04-07,2024-04-06,ACTIVE,2023-03-27,2023-03-29
1362,1362,1362,2,2023-04-08,2024-04-07,EXPIRED,2023-03-31,2023-04-01
1363,1363,1363,3,2023-04-09,2024-04-08,CANCELLED,2023-03-27,2023-04-01
1364,1364,1364,4,2023-04-10,2024-04-09,ENDED,2023-04-03,2023-04-05
1365,1365,1365,5,2023-04-11,2024-04-10,ACTIVE,2023-04-03,2023-04-03
1366,1366,1366,1,2023-04-12,2024-04-11,EXPIRED,2023-03-31,2023-03-31
1367,1367,1367,2,2023-04-13,2024-04-12,CANCELLED,2023-04-10,2023-04-13
1368,1368,1368,3,2023-04-14,2024-04-13,ENDED,2023-04-07,2023-04-10
1369,1369,1369,4,2023-04-15,2024-04-14,ACTIVE,2023-04-07,2023-04-08
1370,1370,1370,5,2023-04-16,2024-04-15,EXPIRED,2023-04-10,2023-04-14
1371,1371,1371,1,2023-04-17,2024-04-16,CANCELLED,2023-04-14,2023-04-16
1372,1372,1372,2,2023-04-18,2024-04-17,ENDED,2023-04-04,2023-04-09
1373,1373,1373,3,2023-04-19,2024-04-18,ACTIVE,2023-04-13,2023-04-18
1374,1374,1374,4,2023-04-20,2024-04-19,EXPIRED,2023-04-06,2023-04-08
1375,1375,1375,5,2023-04-21,2024-04-20,CANCELLED,2023-04-14,2023-04-15
1376,1376,1376,1,2023-04-22,2024-04-21,ENDED,2023-04-09,2023-04-11
1377,1377,1377,2,2023-04-23,2024-04-22,ACTIVE,2023-04-14,2023-04-18
1378,1378,1378,3,2023-04-24,2024-04-23,EXPIRED,2023-04-22,2023-04-24
1379,1379,1379,4,2023-04-25,2024-04-24,CANCELLED,2023-04-21,2023-04-24
1380,1380,1380,5,2023-04-26,2024-04-25,ENDED,2023-04-24,2023-04-26
1381,1381,1381,1,2023-04-27,2024-04-26,ACTIVE,2023-04-19,2023-04-20
1382,1382,1382,2,2023-04-28,2024-04-27,EXPIRED,2023-04-25,2023-04-25
1383,1383,1383,3,2023-04-29,2024-04-28,CANCELLED,2023-04-28,2023-04-30
1384,1384,1384,4,2023-04-30,2024-04-29,ENDED,2023-04-23,2023-04-27
1385,1385,1385,5,2023-05-01,2024-04-30,ACTIVE,2023-04-24,2023-04-25
1386,1386,1386,1,2023-05-02,2024-05-01,EXPIRED,2023-04-18,2023-04-19
1387,1387,1387,2,2023-05-03,2024-05-02,CANCELLED,2023-04-19,2023-04-21
1388,1388,1388,3,2023-05-04,2024-05-03,ENDED,2023-04-19,2023-04-23
1389,1389,1389,4,2023-05-05,2024-05-04,ACTIVE,2023-04-23,2023-04-25
1390,1390,1390,5,2023-05-06,2024-05-05,EXPIRED,2023-05-02,2023-05-03
1391,1391,1391,1,2023-05-07,2024-05-06,CANCELLED,2023-04-29,2023-05-03
1392,1392,1392,2,2023-05-08,2024-05-07,ENDED,2023-04-30,2023-05-03
1393,1393,1393,3,2023-05-09,2024-05-08,ACTIVE,2023-04-24,2023-04-26
1394,1394,1394,4,2023-05-10,2024-05-09,EXPIRED,2023-05-02,2023-05-02
1395,1395,1395,5,2023-05-11,2024-05-10,CANCELLED,2023-05-09,2023-05-12
1396,1396,1396,1,2023-05-12,2024-05-11,ENDED,2023-05-03,2023-05-06
1397,1397,1397,2,2023-05-13,2024-05-12,ACTIVE,2023-05-09,2023-05-10
1398,1398,1398,3,2023-05-14,2024-05-13,EXPIRED,2023-05-04,2023-05-06
1399,1399,1399,4,2023-05-15,2024-05-14,CANCELLED,2023-05-14,2023-05-14
1400,1400,1400,5,2023-05-16,2024-05-15,ENDED,2023-05-11,2023-05-14
1401,1401,1401,1,2023-05-17,2024-05-16,ACTIVE,2023-05-07,2023-05-12
1402,1402,1402,2,2023-05-18,2024-05-17,EXPIRED,2023-05-07,2023-05-10
1403,1403,1403,3,2023-05-19,2024-05-18,CANCELLED,2023-05-14,2023-05-18
1404,1404,1404,4,2023-05-20,2024-05-19,ENDED,2023-05-19,2023-05-19
1405,1405,1405,5,2023-05-21,2024-05-20,ACTIVE,2023-05-14,2023-05-15
1406,1406,1406,1,2023-05-22,2024-05-21,EXPIRED,2023-05-07,2023-05-09
1407,1407,1407,2,2023-05-23,2024-05-22,CANCELLED,2023-05-11,2023-05-13
1408,1408,1408,3,2023-05-24,2024-05-23,ENDED,2023-05-11,2023-05-14
1409,1409,1409,4,2023-05-25,2024-05-24,ACTIVE,2023-05-19,2023-05-19
1410,1410,1410,5,2023-05-26,2024-05-25,EXPIRED,2023-05-19,2023-05-19
1411,1411,1411,1,2023-05-27,2024-05-26,CANCELLED,2023-05-17,2023-05-21
1412,1412,1412,2,2023-05-28,2024-05-27,ENDED,2023-05-24,2023-05-26
1413,1413,1413,3,2023-05-29,2024-05-28,ACTIVE,2023-05-20,2023-05-22
1414,1414,1414,4,2023-05-30,2024-05-29,EXPIRED,2023-05-28,2023-05-31
1415,1415,1415,5,2023-05-31,2024-05-30,CANCELLED,2023-05-22,2023-05-25
1416,1416,1416,1,2023-06-01,2024-05-31,ENDED,2023-05-19,2023-05-23
1417,1417,1417,2,2023-06-02,2024-06-01,ACTIVE,2023-05-28,2023-06-01
1418,1418,1418,3,2023-06-03,2024-06-02,EXPIRED,2023-05-23,2023-05-27
1419,1419,1419,4,2023-06-04,2024-06-03,CANCELLED,2023-06-02,2023-06-03
1420,1420,1420,5,2023-06-05,2024-06-04,ENDED,2023-06-03,2023-06-06
1421,1421,1421,1,2023-06-06,2024-06-05,ACTIVE,2023-05-31,2023-06-02
1422,1422,1422,2,2023-06-07,2024-06-06,EXPIRED,2023-05-29,2023-05-31
1423,1423,1423,3,2023-06-08,2024-06-07,CANCELLED,2023-05-26,2023-05-27
1424,1424,1424,4,2023-06-09,2024-06-08,ENDED,2023-06-05,2023-06-09
1425,1425,1425,5,2023-06-10,2024-06-09,ACTIVE,2023-06-01,2023-06-04
1426,1426,1426,1,2023-06-11,2024-06-10,EXPIRED,2023-06-02,2023-06-02
1427,1427,1427,2,2023-06-12,2024-06-11,CANCELLED,2023-06-11,2023-06-11
1428,1428,1428,3,2023-06-13,2024-06-12,ENDED,2023-06-10,2023-06-15
1429,1429,1429,4,2023-06-14,2024-06-13,ACTIVE,2023-06-08,2023-06-11
1430,1430,1430,5,2023-06-15,2024-06-14,EXPIRED,2023-06-06,2023-06-09
1431,1431,1431,1,2023-06-16,2024-06-15,CANCELLED,2023-06-13,2023-06-17
1432,1432,1432,2,2023-06-17,2024-06-16,ENDED,2023-06-02,2023-06-06
1433,1433,1433,3,2023-06-18,2024-06-17,ACTIVE,2023-06-15,2023-06-17
1434,1434,1434,4,2023-06-19,2024-06-18,EXPIRED,2023-06-04,2023-06-08
1435,1435,1435,5,2023-06-20,2024-06-19,CANCELLED,2023-06-14,2023-06-15
1436,1436,1436,1,2023-06-21,2024-06-20,ENDED,2023-06-14,2023-06-18
1437,1437,1437,2,2023-06-22,2024-06-21,ACTIVE,2023-06-10,2023-06-12
1438,1438,1438,3,2023-06-23,2024-06-22,EXPIRED,2023-06-13,2023-06-15
1439,1439,1439,4,2023-06-24,2024-06-23,CANCELLED,2023-06-15,2023-06-19
1440,1440,1440,5,2023-06-25,2024-06-24,ENDED,2023-06-16,2023-06-19
1441,1441,1441,1,2023-06-26,2024-06-25,ACTIVE,2023-06-14,2023-06-18
1442,1442,1442,2,2023-06-27,2024-06-26,EXPIRED,2023-06-22,2023-06-25
1443,1443,1443,3,2023-06-28,2024-06-27,CANCELLED,2023-06-14,2023-06-14
1444,1444,1444,4,2023-06-29,2024-06-28,ENDED,2023-06-23,2023-06-25
1445,1445,1445,5,2023-06-30,2024-06-29,ACTIVE,2023-06-19,2023-06-19
1446,1446,1446,1,2023-07-01,2024-06-30,EXPIRED,2023-06-24,2023-06-28
1447,1447,1447,2,2023-07-02,2024-07-01,CANCELLED,2023-06-27,2023-07-02
1448,1448,1448,3,2023-07-03,2024-07-02,ENDED,2023-06-19,2023-06-24
1449,1449,1449,4,2023-07-04,2024-07-03,ACTIVE,2023-06-23,2023-06-23
1450,1450,1450,5,2023-07-05,2024-07-04,EXPIRED,2023-06-25,2023-06-28
1451,1451,1451,1,2023-07-06,2024-07-05,CANCELLED,2023-07-01,2023-07-06
1452,1452,1452,2,2023-07-07,2024-07-06,ENDED,2023-06-24,2023-06-28
1453,1453,1453,3,2023-07-08,2024-07-07,ACTIVE,2023-06-28,2023-06-29
1454,1454,1454,4,2023-07-09,2024-07-08,EXPIRED,2023-06-27,2023-06-27
1455,1455,1455,5,2023-07-10,2024-07-09,CANCELLED,2023-06-30,2023-07-03
1456,1456,1456,1,2023-07-11,2024-07-10,ENDED,2023-07-08,2023-07-12
1457,1457,1457,2,2023-07-12,2024-07-11,ACTIVE,2023-07-01,2023-07-06
1458,1458,1458,3,2023-07-13,2024-07-12,EXPIRED,2023-07-03,2023-07-06
1459,1459,1459,4,2023-07-14,2024-07-13,CANCELLED,2023-07-11,2023-07-16
1460,1460,1460,5,2023-07-15,2024-07-14,ENDED,2023-07-11,2023-07-11
1461,1461,1461,1,2023-07-16,2024-07-15,ACTIVE,2023-07-06,2023-07-11
1462,1462,1462,2,2023-07-17,2024-07-16,EXPIRED,2023-07-15,2023-07-16
1463,1463,1463,3,2023-07-18,2024-07-17,CANCELLED,2023-07-17,2023-07-20
1464,1464,1464,4,2023-07-19,2024-07-18,ENDED,2023-07-13,2023-07-16
1465,1465,1465,5,2023-07-20,2024-07-19,ACTIVE,2023-07-17,2023-07-20
1466,1466,1466,1,2023-07-21,2024-07-20,EXPIRED,2023-07-09,2023-07-10
1467,1467,1467,2,2023-07-22,2024-07-21,CANCELLED,2023-07-15,2023-07-19
1468,1468,1468,3,2023-07-23,2024-07-22,ENDED,2023-07-10,2023-07-14
1469,1469,1469,4,2023-07-24,2024-07-23,ACTIVE,2023-07-09,2023-07-12
1470,1470,1470,5,2023-07-25,2024-07-24,EXPIRED,2023-07-11,2023-07-16
1471,1471,1471,1,2023-07-26,2024-07-25,CANCELLED,2023-07-14,2023-07-14
1472,1472,1472,2,2023-07-27,2024-07-26,ENDED,2023-07-15,2023-07-16
1473,1473,1473,3,2023-07-28,2024-07-27,ACTIVE,2023-07-19,2023-07-20
1474,1474,1474,4,2023-07-29,2024-07-28,EXPIRED,2023-07-20,2023-07-22
1475,1475,1475,5,2023-07-30,2024-07-29,CANCELLED,2023-07-19,2023-07-22
1476,1476,1476,1,2023-07-31,2024-07-30,ENDED,2023-07-22,2023-07-25
1477,1477,1477,2,2023-08-01,2024-07-31,ACTIVE,2023-07-26,2023-07-27
1478,1478,1478,3,2023-08-02,2024-08-01,EXPIRED,2023-07-25,2023-07-29
1479,1479,1479,4,2023-08-03,2024-08-02,CANCELLED,2023-07-28,2023-08-01
1480,1480,1480,5,2023-08-04,2024-08-03,ENDED,2023-07-29,2023-08-03
1481,1481,1481,1,2023-08-05,2024-08-04,ACTIVE,2023-07-23,2023-07-28
1482,1482,1482,2,2023-08-06,2024-08-05,EXPIRED,2023-07-26,2023-07-31
1483,1483,1483,3,2023-08-07,2024-08-06,CANCELLED,2023-07-25,2023-07-30
1484,1484,1484,4,2023-08-08,2024-08-07,ENDED,2023-08-03,2023-08-07
1485,1485,1485,5,2023-08-09,2024-08-08,ACTIVE,2023-08-01,2023-08-02
1486,1486,1486,1,2023-08-10,2024-08-09,EXPIRED,2023-08-06,2023-08-08
1487,1487,1487,2,2023-08-11,2024-08-10,CANCELLED,2023-08-02,2023-08-04
1488,1488,1488,3,2023-08-12,2024-08-11,ENDED,2023-08-08,2023-08-10
1489,1489,1489,4,2023-08-13,2024-08-12,ACTIVE,2023-07-31,2023-08-02
1490,1490,1490,5,2023-08-14,2024-08-13,EXPIRED,2023-08-02,2023-08-03
1491,1491,1491,1,2023-08-15,2024-08-14,CANCELLED,2023-08-03,2023-08-08
1492,1492,1492,2,2023-08-16,2024-08-15,ENDED,2023-08-08,2023-08-10
1493,1493,1493,3,2023-08-17,2024-08-16,ACTIVE,2023-08-09,2023-08-11
1494,1494,1494,4,2023-08-18,2024-08-17,EXPIRED,2023-08-09,2023-08-14
1495,1495,1495,5,2023-08-19,2024-08-18,CANCELLED,2023-08-14,2023-08-16
1496,1496,1496,1,2023-08-20,2024-08-19,ENDED,2023-08-18,2023-08-22
1497,1497,1497,2,2023-08-21,2024-08-20,ACTIVE,2023-08-10,2023-08-14
1498,1498,1498,3,2023-08-22,2024-08-21,EXPIRED,2023-08-15,2023-08-18
1499,1499,1499,4,2023-08-23,2024-08-22,CANCELLED,2023-08-09,2023-08-11
1500,1500,1500,5,2023-08-24,2024-08-23,ENDED,2023-08-11,2023-08-12
1501,1501,1501,1,2023-08-25,2024-08-24,ACTIVE,2023-08-20,2023-08-20
1502,1502,1502,2,2023-08-26,2024-08-25,EXPIRED,2023-08-21,2023-08-26
1503,1503,1503,3,2023-08-27,2024-08-26,CANCELLED,2023-08-25,2023-08-27
1504,1504,1504,4,2023-08-28,2024-08-27,ENDED,2023-08-13,2023-08-16
1505,1505,1505,5,2023-08-29,2024-08-28,ACTIVE,2023-08-18,2023-08-20
1506,1506,1506,1,2023-08-30,2024-08-29,EXPIRED,2023-08-18,2023-08-21
1507,1507,1507,2,2023-08-31,2024-08-30,CANCELLED,2023-08-27,2023-08-28
1508,1508,1508,3,2023-09-01,2024-08-31,ENDED,2023-08-18,2023-08-22
1509,1509,1509,4,2023-09-02,2024-09-01,ACTIVE,2023-08-28,2023-09-01
1510,1510,1510,5,2023-09-03,2024-09-02,EXPIRED,2023-08-22,2023-08-24
1511,1511,1511,1,2023-09-04,2024-09-03,CANCELLED,2023-09-01,2023-09-01
1512,1512,1512,2,2023-09-05,2024-09-04,ENDED,2023-08-26,2023-08-31
1513,1513,1513,3,2023-09-06,2024-09-05,ACTIVE,2023-08-27,2023-08-28
1514,1514,1514,4,2023-09-07,2024-09-06,EXPIRED,2023-09-03,2023-09-03
1515,1515,1515,5,2023-09-08,2024-09-07,CANCELLED,2023-08-28,2023-09-01
1516,1516,1516,1,2023-09-09,2024-09-08,ENDED,2023-09-05,2023-09-10
1517,1517,1517,2,2023-09-10,2024-09-09,ACTIVE,2023-09-06,2023-09-06
1518,1518,1518,3,2023-09-11,2024-09-10,EXPIRED,2023-09-09,2023-09-12
1519,1519,1519,4,2023-09-12,2024-09-11,CANCELLED,2023-09-06,2023-09-11
1520,1520,1520,5,2023-09-13,2024-09-12,ENDED,2023-09-05,2023-09-05
1521,1521,1521,1,2023-09-14,2024-09-13,ACTIVE,2023-09-03,2023-09-04
1522,1522,1522,2,2023-09-15,2024-09-14,EXPIRED,2023-09-14,2023-09-18
1523,1523,1523,3,2023-09-16,2024-09-15,CANCELLED,2023-09-01,2023-09-02
1524,1524,1524,4,2023-09-17,2024-09-16,ENDED,2023-09-10,2023-09-15
1525,1525,1525,5,2023-09-18,2024-09-17,ACTIVE,2023-09-03,2023-09-06
1526,1526,1526,1,2023-09-19,2024-09-18,EXPIRED,2023-09-11,2023-09-16
1527,1527,1527,2,2023-09-20,2024-09-19,CANCELLED,2023-09-16,2023-09-18
1528,1528,1528,3,2023-09-21,2024-09-20,ENDED,2023-09-15,2023-09-17
1529,1529,1529,4,2023-09-22,2024-09-21,ACTIVE,2023-09-11,2023-09-11
1530,1530,1530,5,2023-09-23,2024-09-22,EXPIRED,2023-09-08,2023-09-08
1531,1531,1531,1,2023-09-24,2024-09-23,CANCELLED,2023-09-13,2023-09-17
1532,1532,1532,2,2023-09-25,2024-09-24,ENDED,2023-09-21,2023-09-25
1533,1533,1533,3,2023-09-26,2024-09-25,ACTIVE,2023-09-14,2023-09-19
1534,1534,1534,4,2023-09-27,2024-09-26,EXPIRED,2023-09-13,2023-09-13
1535,1535,1535,5,2023-09-28,2024-09-27,CANCELLED,2023-09-13,2023-09-14
1536,1536,1536,1,2023-09-29,2024-09-28,ENDED,2023-09-22,2023-09-23
1537,1537,1537,2,2023-09-30,2024-09-29,ACTIVE,2023-09-15,2023-09-15
1538,1538,1538,3,2023-10-01,2024-09-30,EXPIRED,2023-09-17,2023-09-20
1539,1539,1539,4,2023-10-02,2024-10-01,CANCELLED,2023-09-19,2023-09-22
1540,1540,1540,5,2023-10-03,2024-10-02,ENDED,2023-09-30,2023-10-05
1541,1541,1541,1,2023-10-04,2024-10-03,ACTIVE,2023-09-20,2023-09-22
1542,1542,1542,2,2023-10-05,2024-10-04,EXPIRED,2023-09-20,2023-09-20
1543,1543,1543,3,2023-10-06,2024-10-05,CANCELLED,2023-10-05,2023-10-07
1544,1544,1544,4,2023-10-07,2024-10-06,ENDED,2023-09-27,2023-10-01
1545,1545,1545,5,2023-10-08,2024-10-07,ACTIVE,2023-10-06,2023-10-08
1546,1546,1546,1,2023-10-09,2024-10-08,EXPIRED,2023-10-04,2023-10-07
1547,1547,1547,2,2023-10-10,2024-10-09,CANCELLED,2023-09-29,2023-10-03
1548,1548,1548,3,2023-10-11,2024-10-10,ENDED,2023-10-02,2023-10-05
1549,1549,1549,4,2023-10-12,2024-10-11,ACTIVE,2023-09-27,2023-09-28
1550,1550,1550,5,2023-10-13,2024-10-12,EXPIRED,2023-09-29,2023-10-03
1551,1551,1551,1,2023-10-14,2024-10-13,CANCELLED,2023-10-06,2023-10-08
1552,1552,1552,2,2023-10-15,2024-10-14,ENDED,2023-10-11,2023-10-11
1553,1553,1553,3,2023-10-16,2024-10-15,ACTIVE,2023-10-10,2023-10-11
1554,1554,1554,4,2023-10-17,2024-10-16,EXPIRED,2023-10-05,2023-10-08
1555,1555,1555,5,2023-10-18,2024-10-17,CANCELLED,2023-10-07,2023-10-09
1556,1556,1556,1,2023-10-19,2024-10-18,ENDED,2023-10-07,2023-10-08
1557,1557,1557,2,2023-10-20,2024-10-19,ACTIVE,2023-10-19,2023-10-24
1558,1558,1558,3,2023-10-21,2024-10-20,EXPIRED,2023-10-15,2023-10-17
1559,1559,1559,4,2023-10-22,2024-10-21,CANCELLED,2023-10-12,2023-10-17
1560,1560,1560,5,2023-10-23,2024-10-22,ENDED,2023-10-10,2023-10-11
1561,1561,1561,1,2023-10-24,2024-10-23,ACTIVE,2023-10-21,2023-10-25
1562,1562,1562,2,2023-10-25,2024-10-24,EXPIRED,2023-10-11,2023-10-16
1563,1563,1563,3,2023-10-26,2024-10-25,CANCELLED,2023-10-11,2023-10-14
1564,1564,1564,4,2023-10-27,2024-10-26,ENDED,2023-10-13,2023-10-16
1565,1565,1565,5,2023-10-28,2024-10-27,ACTIVE,2023-10-19,2023-10-21
1566,1566,1566,1,2023-10-29,2024-10-28,EXPIRED,2023-10-27,2023-10-30
1567,1567,1567,2,2023-10-30,2024-10-29,CANCELLED,2023-10-19,2023-10-19
1568,1568,1568,3,2023-10-31,2024-10-30,ENDED,2023-10-28,2023-10-29
1569,1569,1569,4,2023-11-01,2024-10-31,ACTIVE,2023-10-24,2023-10-26
1570,1570,1570,5,2023-11-02,2024-11-01,EXPIRED,2023-10-18,2023-10-19
1571,1571,1571,1,2023-11-03,2024-11-02,CANCELLED,2023-11-02,2023-11-04
1572,1572,1572,2,2023-11-04,2024-11-03,ENDED,2023-10-28,2023-10-29
1573,1573,1573,3,2023-11-05,2024-11-04,ACTIVE,2023-10-28,2023-10-30
1574,1574,1574,4,2023-11-06,2024-11-05,EXPIRED,2023-10-31,2023-11-02
1575,1575,1575,5,2023-11-07,2024-11-06,CANCELLED,2023-10-28,2023-11-02
1576,1576,1576,1,2023-11-08,2024-11-07,ENDED,2023-10-29,2023-10-29
1577,1577,1577,2,2023-11-09,2024-11-08,ACTIVE,2023-11-04,2023-11-09
1578,1578,1578,3,2023-11-10,2024-11-09,EXPIRED,2023-11-04,2023-11-09
1579,1579,1579,4,2023-11-11,2024-11-10,CANCELLED,2023-11-07,2023-11-07
1580,1580,1580,5,2023-11-12,2024-11-11,ENDED,2023-11-01,2023-11-01
1581,1581,1581,1,2023-11-13,2024-11-12,ACTIVE,2023-11-05,2023-11-07
1582,1582,1582,2,2023-11-14,2024-11-13,EXPIRED,2023-11-11,2023-11-14
1583,1583,1583,3,2023-11-15,2024-11-14,CANCELLED,2023-11-04,2023-11-08
1584,1584,1584,4,2023-11-16,2024-11-15,ENDED,2023-11-01,2023-11-06
1585,1585,1585,5,2023-11-17,2024-11-16,ACTIVE,2023-11-04,2023-11-06
1586,1586,1586,1,2023-11-18,2024-11-17,EXPIRED,2023-11-06,2023-11-06
1587,1587,1587,2,2023-11-19,2024-11-18,CANCELLED,2023-11-08,2023-11-10
1588,1588,1588,3,2023-11-20,2024-11-19,ENDED,2023-11-14,2023-11-18
1589,1589,1589,4,2023-11-21,2024-11-20,ACTIVE,2023-11-17,2023-11-18
1590,1590,1590,5,2023-11-22,2024-11-21,EXPIRED,2023-11-19,2023-11-22
1591,1591,1591,1,2023-11-23,2024-11-22,CANCELLED,2023-11-20,2023-11-23
1592,1592,1592,2,2023-11-24,2024-11-23,ENDED,2023-11-12,2023-11-16
1593,1593,1593,3,2023-11-25,2024-11-24,ACTIVE,2023-11-19,2023-11-22
1594,1594,1594,4,2023-11-26,2024-11-25,EXPIRED,2023-11-14,2023-11-18
1595,1595,1595,5,2023-11-27,2024-11-26,CANCELLED,2023-11-12,2023-11-15
1596,1596,1596,1,2023-11-28,2024-11-27,ENDED,2023-11-15,2023-11-19
